paper_title,author,year,intervention_name,scale_name,delay,u_s_d,d,se_d,var_d
Bystander Prevention of Sexual and Dating Violence: An Experimental Evaluation of Online and In-Person Bystander Intervention Programs,hines,2017,1-hr bystander program,illinois rape myth acceptance scale,183,-0.17,0.309,0.10488088481701516,0.011
Sexual Assault Prevention for Rape Myth Acceptance in Male College Students,leonard,2017,men of ut,illinois rape myth acceptance scale - short form,0,0.35,0.35,0.161245154965971,0.026
An intervention to reduce sexual violence on university campus in Ghana: a pilot test of Relationship Tidbits at the University of Cape Coast,rominski,2017,relationship tidbits,illinois rape myth acceptance scale,0,-10.3,0.786,0.24289915602982237,0.059
An intervention to reduce sexual violence on university campus in Ghana: a pilot test of Relationship Tidbits at the University of Cape Coast,rominski,2017,relationship tidbits,illinois rape myth acceptance scale,0,0.01,0,0.2345207879911715,0.055
True Love: Effectiveness of a School-Based Program to Reduce Dating Violence Among Adolescents in Mexico City,sosa-rubi,2017,school climate component,conflict in adolescent dating relationships inventory (cadri) - perpetration,14,-0.0292,0.104,0.09486832980505137,0.009
True Love: Effectiveness of a School-Based Program to Reduce Dating Violence Among Adolescents in Mexico City,sosa-rubi,2017,school climate component,conflict in adolescent dating relationships inventory (cadri) - victimization,14,0.0384,-0.222,0.10488088481701516,0.011
True Love: Effectiveness of a School-Based Program to Reduce Dating Violence Among Adolescents in Mexico City,sosa-rubi,2017,true love + school climate component,conflict in adolescent dating relationships inventory (cadri) - perpetration,14,-0.0406,0.139,0.11401754250991379,0.013
True Love: Effectiveness of a School-Based Program to Reduce Dating Violence Among Adolescents in Mexico City,sosa-rubi,2017,true love + school climate component,conflict in adolescent dating relationships inventory (cadri) - victimization,14,-9e-4,0.005,0.11832159566199232,0.014
"TakeCARE, a Video to Promote Bystander Behavior on College Campuses: Replication and Extension",jouriles,2017,takecare in the lab,knowledge of sexual consent,0,37.15,0.625,0.10488088481701516,0.011
"TakeCARE, a Video to Promote Bystander Behavior on College Campuses: Replication and Extension",jouriles,2017,takecare on your own,knowledge of sexual consent,0,23.03,0.5,0.10488088481701516,0.011
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,scientist-practitioner program,general knowledge,0,5.18,2.078,0.5440588203494178,0.296
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,scientist-practitioner program,victimization,183,-0.205,0.205,0.4404543109109048,0.194
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,scientist-practitioner program,perpetration,183,0.04,-0.04,0.4393176527297759,0.193
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,scientist-practitioner program,general knowledge,183,-2.49,0.992,0.46475800154489,0.216
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,practitioner program,general knowledge,0,-4.67,1.861,0.5513619500836089,0.304
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,practitioner program,victimization,183,-0.295,0.295,0.4636809247747852,0.215
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,practitioner program,perpetration,183,-0.225,0.225,0.4626013402488151,0.214
Preventing Sexual Violence in Adolescence: Comparison of a Scientist-Practitioner Program and a Practitioner Program Using a Cluster- Randomized Design,muck,2018,practitioner program,general knowledge,183,-2.05,0.817,0.47958315233127197,0.23
"Efficacy evaluation of ""Dat-e Adolescence"": A dating violence prevention program in Spain",sanchez-jimenez,2018,date adolescence,conflict tactics scale - physical violence agression,183,-0.01,0.056,0.06324555320336758,0.004
"Efficacy evaluation of ""Dat-e Adolescence"": A dating violence prevention program in Spain",sanchez-jimenez,2018,date adolescence,conflict tactics scale - physical violence victimization,183,-0.02,0.087,0.06324555320336758,0.004
"Efficacy evaluation of ""Dat-e Adolescence"": A dating violence prevention program in Spain",sanchez-jimenez,2018,date adolescence,myths of romantic love,183,-0.5375,0.471,0.05477225575051661,0.003
Boomerang Effects of Sexual-Violence Prevention Messages on College Men’s Attitudes,spikes,2018,male speaker ted talk,beliefs about sexual assault and consent,0,0.09,0.069,0.28460498941515416,0.081
Boomerang Effects of Sexual-Violence Prevention Messages on College Men’s Attitudes,spikes,2018,female speaker ted talk,beliefs about sexual assault and consent,0,-0.31,-0.237,0.29325756597230357,0.086
Exploring the Role of Race and Gender on Perceived Bystander Ability and Intent: Findings Before and After Exposure to an Online Training Program to Prevent Sexual Assault on Campus,burns,2018,haven (online training program),bystander intervention ability and intent,0,-1.17,0.169,0.05477225575051661,0.003
Powering Up: Games for Sexual Violence Prevention,gordon,2018,decisions that matter,illinois rape myth acceptance scale,0,-0.13,0.217,0.1414213562373095,0.02
Sexual Assault Prevention for Heavy Drinking College Men: Development and Feasibility of an Integrated Approach,orchowski,2018,sexual assaault and alcohol feedback,illinois rape myth acceptance scale - short form,61,2.1,0.664,0.3178049716414141,0.101
"Evaluation of a College Sexual Violence Prevention Program Focused on Education, Bystander Intervention, and Alcohol Risk Reduction",zinzow,2018,intervention,rape myth acceptance,2,0.23,0.258,0.03162277660168379,0.001
"Evaluation of a College Sexual Violence Prevention Program Focused on Education, Bystander Intervention, and Alcohol Risk Reduction",zinzow,2018,intervention,rape myth acceptance,122,0.35,0.393,0.03162277660168379,0.001
