author,year,intervention_name,scale_name,delay,paper_title,coder,lab_or_field,lab_field,program_name,publication_type,origin,setting,stage_in_life,mean_age,participant_sex,percent_of_male,percent_dominant_racial_or_ethnic_group,country,state,number_of_participant,type_of_control,intrevention_description,brief_description_of_the_intervention,delivery_of_treatment,intervention_length,time_intervention_took,additional_contact,stated_purpose_of_the_intervention,intervention_description,stated_purpose,condition_gender,n_items,contains_randomization,partial_analysis,study_design,is_primary,scale_type,type_of_at_risk_population,n_conditions,n_c_pre,n_c_post,n_t_pre,n_t_post,n_t_group,n_c_group,cluster_type,eff_type,u_s_d,anticipated_direction,ctrl_sd,page_number,comments,d,var_d,se_d,checked,checker_comment,is_red
sanchez,2001,expect respect project,sexual harassment awarenss,183,Preventing Bullying and Sexual Harassment in Elementary Schools: The Expect Respect Model,Paloma,1,field,Expect Respect Elementary School Project,1,1,1,1,NA,5,48%,58%,US,Texas,747,1,1,"The Expect Respect Elementary School Project utilized a whole school approach to improve the climate on six intervention campuses. The following five components where included: (1) classroom education: 12 weekly sessions. The lessons included writing assignments, role plays and class discussions and were correlated with the state’s curriculum requirements by project staff. (2) staff training: All adults working on campus received training to raise their awareness of bullying and sexual harassment and prepare them to respond effectively when they witness incidents among students or have incidents reported to them; (3) policy and procedure development: Campus policy and procedures were developed and adopted to facilitate a consistent response by all staff members to incidents they witness or about which they are told. (4) parent education:Parent education seminars were offered and newsletters were sent home with children. (5) support services for individual students: Individual and group counseling was made available to students through the school counselor.","2, 5,6,9",12,,0,"2,5,4,6",NA,"2,5,4,6",both,not given,TRUE,NA,pre-post,FALSE,attitudes,NA,2,,362,,362,6,6,cluster randomized,d.i.m,-0.91,1,0.249848,12,couldn't extract control group numbers,-3.642,0.755,0.869,,,#ffffff
weisz,2001,fall - reaching teens to stop violence,rape attitude scale,0,Evaluating a sexual assault and dating violence prevention program for urban youths,Manna,field,field,Reaching and Teaching Teens to Stop Violence,1,2,1,1,12.84,4,45.6,1,USA,Michigan,66,4,1,"The curriculum included didactic presentation of information, modeling, role-plays, experiential ex- ercises, and discussions to help participants acquire knowledge and better understand their own attitudes and behavior. The leaders used role-plays extensively, because students responded very positively to this educational format","1,2,5",12,,1,"1,2,3,4",NA,"1,2,3,4",both,25,FALSE,NA,pre-post,FALSE,attitudes,-,3,,14,,14,-,-,-,f.test,1.05,1,-,7,NA,0.387,0.137,0.37,,,#ffffff
sanchez-cesareo,2002,full youth project (study 2),teen dating violence knowledge scale,7,Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,Anne,1,field,Youth Project (study 2,4,2,2,2,14.16,5,52.15053763,21.5,US,IL,225,3,0,"In the second study, freshman high school students received a 14 session violence prevention program through their health class. They received the 14-session curriculum in 50 minute sessions throughout the semester. Although Youth Project generally includes four components workshops, a follow-up group, individual counseling, and an action project, the program was modified to test questions about number of sessions necessary to have an impact. Specific information about treatment delivery is not included.",8,14,,0,"1,2,11",NA,"1,2,11",both,15,FALSE,NA,pre-post,FALSE,attitudes,-,2,,187,,187,1,1,cluster randomized,d.i.m,0.34,-1,2.19,135,NA,0.155,1.10E-02,0.105,,,#ffffff
sanchez-cesareo,2002,full youth project (study 2),teen dating violence knowledge scale,91,Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,Anne,1,field,Youth Project (study 2,4,2,2,2,14.16,5,52.15053763,21.5,US,IL,225,3,0,"In the second study, freshman high school students received a 14 session violence prevention program through their health class. They received the 14-session curriculum in 50 minute sessions throughout the semester. Although Youth Project generally includes four components workshops, a follow-up group, individual counseling, and an action project, the program was modified to test questions about number of sessions necessary to have an impact. Specific information about treatment delivery is not included.",8,14,,0,"1,2,11",NA,"1,2,11",both,15,FALSE,NA,pre-post,FALSE,attitudes,-,2,,187,,187,1,1,cluster randomized,d.i.m,-0.32,1,2.19,135,NA,-0.146,1.10E-02,0.105,,,#ffffff
sanchez-cesareo,2002,minimal youth project (study 2),teen dating violence knowledge scale,7,Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,Anne,1,field,Youth Project (study 2,4,2,2,2,14.4,5,45.91194969,21.5,US,IL,163,3,0,"In the second study, freshman high school students received a 14 session violence prevention program through their health class. They received the 14-session curriculum in 50 minute sessions throughout the semester. Although Youth Project generally includes four components workshops, a follow-up group, individual counseling, and an action project, the program was modified to test questions about number of sessions necessary to have an impact. Specific information about treatment delivery is not included.",8,14,,0,"1,2,11",NA,"1,2,11",both,15,FALSE,NA,pre-post,FALSE,attitudes,-,2,,159,,159,1,1,cluster randomized,d.i.m,0.21,-1,1.95,135,NA,0.108,1.30E-02,0.114,,,#ffffff
sanchez-cesareo,2002,minimal youth project (study 2),teen dating violence knowledge scale,91,Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,Anne,1,field,Youth Project (study 2,4,2,2,2,14.4,5,45.91194969,21.5,US,IL,163,3,0,"In the second study, freshman high school students received a 14 session violence prevention program through their health class. They received the 14-session curriculum in 50 minute sessions throughout the semester. Although Youth Project generally includes four components workshops, a follow-up group, individual counseling, and an action project, the program was modified to test questions about number of sessions necessary to have an impact. Specific information about treatment delivery is not included.",8,14,,0,"1,2,11",NA,"1,2,11",both,15,FALSE,NA,pre-post,FALSE,attitudes,-,2,,159,,159,1,1,cluster randomized,d.i.m,0.25,-1,1.95,135,NA,0.108,1.30E-02,0.114,,,#ffffff
glickman,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,38,NA,NA,pre-post,FALSE,NA,NA,1,,NA,,NA,6,6,n groups,d.i.m,NA,1,NA,NA,NA,NA,NA,NA,,,#ffffff
o'donohue,2003,pilot - video-based prevention program,rape myth acceptance,0,Rape Prevention With College Males,Yashna,0,lab,Rape myth video,1,1,3,3,22,1,100,73.3,USA,NA,101,2,0.5,"Rape myths. The setting depicted in this section of the videotape is a “typical” American college campus. The segment is divided into short clips involving two to four characters each. The characters are discussing a recent alleged rape, in a manner that systematically states, and then debunks, rape myths hypothesized to contribute to sexually coercive behavior. Arguments and counter arguments are presented in a manner intended to resemble the interactions of contemporary college students. The goal of this segment is to convey the message that believing rape myths is not harmless and may contribute to engaging in sexually abusive behavior. The section covered a total of 18 common myths.",4,1,,0,"1,5,6,9",NA,"1,5,6,9",male,not given,NA,NA,pre-post,FALSE,attitudes,-,1,,33,,33,-,-,-,t.test,-4.45,1,-,13,NA,-1.096,6.80E-02,0.261,,,#ffffff
kress,2006,post,illinois rape myth acceptance scale - short form,0,Evaluation of the Impact of a Coeducational Sexual Assault Prevention Program on College Students' Rape Myth Attitudes,Jennifer,1,field,Rape Prevention Program,1,1,3,3,18,"3, 4",36,93,USA,Midwestern,174,4,1,"This intervention was a mandatory program for college freshmen, facilitated by staff. Students were not allowed to register for classes w/o attending the program.Results show impact on decreasing rape myth acceptance, with particularly strong results among women.","1, 5, 3,",1,,1,"9, 5, 3, 11, 7, 1, 2",NA,"9, 5, 3, 11, 7, 1, 2",both,20,NA,NA,pre-post,FALSE,attitudes,-,1,,174,,174,-,-,-,f.test,142.28,1,-,7,NA,1.279,1.40E-02,0.118,,,#ffffff
milhausen,2006,raise,rape myth acceptance,0,"Evaluating a peer-led, theatrical sexual assault prevention program: how do we measure success?",jh,1,field,Raising Awareness of Interactions in Sexual Encounters (RAISE),1,1,3,3,19.8,3,0.425,0.84,us,midwest,261,4,1,"co-educational, theatrical peer-faculitated sexual assault prevention program",5,0,,0,11,NA,11,both,19,NA,NA,pre-post,FALSE,attitudes,-,1,,160,,261,4,4,n groups,d,0,0,-,3,NA,0,0.01,0.1,,,#ffffff
beardall,2007,mentors in violence prevention program,questionnaire (table 1 section 2),0,A Program Evaluation Research Study on the Implementation of the Mentors in Violence Prevention Program in a Public High School: A Dissertation,Anne,0,field,Mentors in Violence Prevention (MVP),4,1,2,2,NA,5,NA,NA,US,NA,68,4,0,"High School students join the MVP leadership team to mentor their peers and middle school students. The students create interactive role plays to perform at ""MVP Day"" and during lessons at middle schools. Students who sign up to be mentors participate in 15 hours of training over two days and later go to middle schools to lead lessons (although the post-test occured before students went to the middle schools). There is no information about what exactly mentors do during the training or about who the mentors are (race, age, gender, etc.)",5,2,,0,4,NA,4,both,8,NA,NA,pre-post,FALSE,attitudes,-,1,,68,,68,-,-,-,d.i.m,-0.06,1,no.sd,79-80,help 80,-0.06,2.90E-02,0.17,,,#ffffff
lowe,2007,the safe relationship program,Dating Relationship Survey,7,"Preventing Dating Violence
in Public Schools: An Evaluation of an Interagency Collaborative Program for Youth",Yashna,1,field,The Safe Relationships,1,1,2,2,15.4,5,45.9,54.1,USA,Georgia,106,4,0.5,"Each day session consists of 4 sub-sessions that are presented by members of a different organization (based on their area of expertise). The first session presents definitions of sexual assault (legal, moral, and social), coercion, assertiveness skills, and per- sonal boundaries. The second session covers victim’s rights, sexual harass- ment laws, abuse of power in relationships, and issues of consent and coercion in dating/sexual behavior. The third focuses on the stages of healthy relationships, developing personal boundaries, and risks of sexual behavior. The final session reviews earlier topics and covers the issue of decision-making. Each presentation includes a review of the previous day’s curriculum, an overview of the agency’s services, and distribution of information about community resources students could utilize for fur- ther help.","1,4,5",4,,0,"1,2,11",NA,"1,2,11",both,not given,NA,NA,pre-post,FALSE,attitudes,-,1,,106,,106,4,4,n groups,t.test,10.6,1,1.8,11,NA,7.495,3.033,1.742,,,#ffffff
jones,2008,keeping kids safe,knowledge,0,How do you stop the boogeyman? An evaluation of a sexual assault prevention program,Roni,1,field,keep kids safe,4,1,1,1,NA,3,42.8,44.2,US,Rhode Island,1188,4,0.5,"This is a four day program intended to teach the kids about gender stereotypes, bullying, what is sexual abuse, discuss unhealthy and healthy relationships and bystander behavior. description of what each day of the program entails can be found on page 44/88",2,4,,0,"4,2,10",NA,"4,2,10",both,not given,NA,NA,pre-post,FALSE,attitudes,-,1,,362,,362,120.6666667,3,n groups,d.i.m,-1.65,1,2.1,47,NA,-0.786,0.46,0.678,,,#ffffff
moynihan,2008,bystander prevention program,illinois rape myth acceptance scale - short form,0,Community Responsibility for Preventing Sexual Violence: A Pilot Study with Campus Greeks and Intercollegiate Athletes,Arielle,0,field,NA,1,1,3,3,19.9,5,49.60629921,NA,USA,NA,127,1,0,NA,NA,NA,,0,"1,2,4",NA,"1,2,4",both,20,NA,NA,pre-post,FALSE,attitudes,greeks / athletes,1,,106,,127,-,-,-,t.test,-0.96,-1,-,13,NA,-0.126,1.70E-02,0.13,,,#ffffff
degannes,2009,project awareness,rape myth attitude scale,0,"Evaluation of a sexual assault and dating violence prevention
program for middle school students",Matej,1,field,Project Awareness,4,1,1,1,13.46,5,47.3,43.9,USA,NA,57,1,NA,"Each cycle of Project Awareness took place over an 8-week period. Each individual school was targeted for a session one day per week and the sessions were held during the period designated for health class. Program facilitators/educators were certified rape crisis counselors and completed a 40-hour training to receive certification. Lessons were taught using various instructional methods, including lecture with discussion, role playing, cooperative group lessons and multimedia education. The multimedia component of the program utilized several videos targeted to young audiences. For example, the “You’re In Control” video, created by the local rape crisis center and starring real survivors or sexual assault, aimed to educate adolescents by incorporating true stories from other adolescents from their geographical area.","1,2,3,4,5",8,,0,"1,2,3,11",1,"1,2,3,11",both,19,NA,NA,pre-post,FALSE,attitudes,-,1,,57,,29,-,-,-,d.i.m,5.64,1,15.32,55,NA,0.368,5.20E-02,0.228,,,#ffffff
banyard,2009,bringing in the bystander,rape myth acceptance,0,Reducing Sexual Violence on Campus: The Role of Student Leaders as Empowered Bystanders,jh,0,lab,Bringing in the Bystander,1,4,3,3,20,3,0.5969387755,0.96,us,new england,196,4,1,90-minute bringing in the bystander program,5,0,,0,5,NA,5,both,20,NA,NA,pre-post,FALSE,attitudes,-,1,,193,,193,-,-,-,d.i.m,0.18,1,0.44,452,NA,0.409,1.10E-02,0.105,,,#ffffff
liu,2010,men creating attitudes for rape-free environments (men care),attitudes,365,A Study of a University-Based Men-Only Prevention Program (Men Care): Effect on Attitudes and Behaviors Related to Sexual Violence,Anne,1,lab,Men CARE,4,1,3,3,NA,1,100,70.9,US,CA,901,4,0,"Men CARE is a men's-only program that focuses on prevention by targetting potential perpetrators. 20 male leaders, including students, administrators, and faculty, organized workshops and put together a campaign using posters on campus. Participants self-selected into the program . A description of the workshop is not provided",8,1,,0,"1,3",NA,"1,3",male,12,NA,NA,pre-post,FALSE,attitudes,-,1,,707,,95,not given,not given,n groups,t.test,1.99,1,-,89,NA,0.217,1.20E-02,0.11,,,#ffffff
liu,2010,men creating attitudes for rape-free environments (men care),behavior,365,A Study of a University-Based Men-Only Prevention Program (Men Care): Effect on Attitudes and Behaviors Related to Sexual Violence,Anne,1,lab,Men CARE,4,1,3,3,NA,1,100,70.9,US,CA,901,4,0,"Men CARE is a men's-only program that focuses on prevention by targetting potential perpetrators. 20 male leaders, including students, administrators, and faculty, organized workshops and put together a campaign using posters on campus. Participants self-selected into the program . A description of the workshop is not provided",8,1,,0,"1,3",NA,"1,3",male,4,NA,NA,pre-post,FALSE,behavior,-,1,,707,,95,not given,not given,n groups,d,0,0,-,90,I intervene if female may be taken advantage; stop men from hitting on women when she doesn’t want; stop negative sexual comment; stop when asked,0,1.20E-02,0.11,,,#ffffff
nelson,2010,men united against family violence,knowledge,0,Eliciting behavior change in a US sexual violence and intimate partner violence prevention program through utilization of Freire and discussion facilitation,Arielle,1,lab,Hombres Unidos Contra La Violencia Familiar,1,1,"4,5",4,NA,1,100,0,USA,Texas,157,4,0.5,discussions on experiences with sexual violence,5,5,,NA,"1,6",NA,"1,6",male,12,NA,NA,pre-post,FALSE,attitudes,-,1,,157,,157,3,3,n groups,d.i.m,-1.93121,1,no.sd,6,NA,-1.931,0.626,0.791,,,#ffffff
kernsmith,2011,first step peer education program,Attitudes about Sexual Assault,0,A Gender-Sensitive Peer Education Program for Sexual Assault Prevention in the Schools,Manna,1,field,First Step Peereducation Program,1,1,2,2,NA,3,44,98.1,USA,Michigan,2000,4,1,"a gender-sensitive peer education program emphasizing male responsibility for decreasing rape developed through a long-standing agency and school collaborative. Sessions were led by trained male and female high school leaders. A series of 50-minute classroom presentations were offered on a variety of topics, including rape myths, risk reduction, how to help a friend, and bystander intervention. Peer educators were responsible for publicizing the project and contacting teachers to arrange classroom presentations. Repeated surveying revealed that at posttest and three-month follow-up, the program decreased rape- tolerant attitudes among both male and female high school students.",1,NA,,0,"1,3,4,9",NA,"1,3,4,9",both,1,NA,NA,pre-post,FALSE,attitudes,-,1,,282,,282,not given,not given,n groups,d.i.m,-0.1708,1,0.3975,7,contact author about 3 month situation,-0.43,7.00E-03,8.40E-02,,,#ffffff
kernsmith,2011,first step peer education program,Attitudes about Sexual Assault,91,A Gender-Sensitive Peer Education Program for Sexual Assault Prevention in the Schools,Manna,1,field,First Step Peereducation Program,1,1,2,2,NA,3,44,98.1,USA,Michigan,2000,4,1,"a gender-sensitive peer education program emphasizing male responsibility for decreasing rape developed through a long-standing agency and school collaborative. Sessions were led by trained male and female high school leaders. A series of 50-minute classroom presentations were offered on a variety of topics, including rape myths, risk reduction, how to help a friend, and bystander intervention. Peer educators were responsible for publicizing the project and contacting teachers to arrange classroom presentations. Repeated surveying revealed that at posttest and three-month follow-up, the program decreased rape- tolerant attitudes among both male and female high school students.",1,NA,,0,"1,3,4,9",NA,"1,3,4,9",both,1,NA,NA,pre-post,FALSE,attitudes,-,1,,282,,88,not given,not given,n groups,d.i.m,-0.2576,1,0.3975,7,NA,-0.648,1.50E-02,0.122,,,#ffffff
moor,2011,intervention,behaviors,0,The Efficacy of a High School Rape Prevention Program in Israel,Matej,1,field,Association of Rape Crisis Centers in Israel (ARCCI),1,1,2,2,17,"3,4",48.2,NA,Israel,NA,394,1,NA,"The objectives of the workshop curriculum (delivered through 3 2-hour workshops) are consistent with those of other similar interventions and aim at increasing knowledge about sexual violence, including what
constitutes sexual coercion, dispelling rape myths and victim blaming, increasing understanding
of the social construction of gender roles that contribute to sexual violence,
increasing choices and strengthening the ability to withstand peer pressure, teaching
respectful sexual behavior based on mutuality and proper communication, and empowerment.
The workshops employ various formats of instruction to address different learning
styles and maintain the cooperation of all students. Among them are discussions, role playing,
games, dramatizations, film analyses, and case studies.","2,3,4,5",3,,0,"1,2,3,4,9",1,"1,2,3,4,9",both,3,NA,NA,pre-post,FALSE,behavior,teenagers,1,,394,,394,2,2,n groups,f.test,0,0,-,8,NA,0,5.00E-03,7.10E-02,,,#ffffff
moor,2011,intervention,recognizing rape,0,The Efficacy of a High School Rape Prevention Program in Israel,Matej,1,field,Association of Rape Crisis Centers in Israel (ARCCI),1,1,2,2,17,"3,4",48.2,NA,Israel,NA,394,1,NA,"The objectives of the workshop curriculum (delivered through 3 2-hour workshops) are consistent with those of other similar interventions and aim at increasing knowledge about sexual violence, including what
constitutes sexual coercion, dispelling rape myths and victim blaming, increasing understanding
of the social construction of gender roles that contribute to sexual violence,
increasing choices and strengthening the ability to withstand peer pressure, teaching
respectful sexual behavior based on mutuality and proper communication, and empowerment.
The workshops employ various formats of instruction to address different learning
styles and maintain the cooperation of all students. Among them are discussions, role playing,
games, dramatizations, film analyses, and case studies.","2,3,4,5",3,,0,"1,2,3,4,9",1,"1,2,3,4,9",both,3,NA,NA,pre-post,FALSE,attitudes,teenagers,1,,394,,394,2,2,n groups,f.test,11.05,1,-,8,NA,0.237,5.00E-03,7.10E-02,,,#ffffff
smothers,2011,program,SAAQ,0,A Sexual Assault Primary Prevention Model with Diverse Urban Youth,Manna,1,field,NA,1,1,5,"1,2",NA,3,43,23,USA,Wisconsin,550,4,1,"the curriculum was divided into three units. The first unit was presented to the students on the first day and introduced the concept of relationship health. The second unit (day two) consisted of assertiveness training, tenets of body ownership or the idea that the child’s body belongs to him or her, the right to control access to his or her body, and personal rights, including the right to say no. In the third unit (day three), the facilitators taught the students about intuition and trusting one’s own feelings when something may not be quite right; this concept was put in developmentally appropriate terms.","1,2,5",3,,0,2,NA,2,both,25,NA,NA,pre-post,FALSE,attitudes,-,1,,132,,132,-,-,-,d.i.m,-6,1,8.64,13,"I don't think think it makes sense to use phase 2 b/c it is different measure than phase 1, and is after phase 1 so that is confound",-0.694,0.346,0.588,,,#ffffff
sparks,2011,connections: dating and emotions,dating abuse attitudes scale,7,Evaluation of the High School Relationship Curriculum Connections: Dating and Emotions,Manna,1,field,Connecting: Dating and Emotions Curriculum,1,1,"1,2","1,2",15.1,3,NA,90,USA,Ohio,119,4,1,"The unit consists of 15 hour-long in-school sessions. Curriculum topics include self- awareness, preparation for difficult dating-related situations and decisions, stages in dating relationships (including ‘‘breaking up’’), managing emotions and interpersonal dilemmas, communication patterns and skills, identifying dating abuse, and avoiding or ending abusive relationships.","1,2,5",NA,,0,"1,2",NA,"1,2",both,2,NA,NA,pre-post,FALSE,attitudes,teenagers,1,,118,,118,2,2,n groups,d,-0.03,1,-,32,NA,-0.03,1.70E-02,0.13,,,#ffffff
department of justice,2011,mvp campus leadership initiative,Beliefs supporting sexul abuse,0,Final Evaluation Report of MVP Campus Leadership Initiative,jh,1,field,MVP Campus Leadership Initiative (CLI).,5,4,4,4,36.2,3,0.38,0.682,us,NA,149,4,1,"MVP utilizes a creative ""bystander"" approach to gender violence and bullying prevention. It focuses on young men, not as perpetrators or potential perpetrators, but as empowered bystanders who can confront abusive peers – and support abused ones. It focuses on young women, not as victims or potential targets of harassment, rape and abuse, but as empowered bystanders who can support abused peers - and confront abusive ones.",5,not given,,0,4,NA,4,both,9,NA,NA,pre-post,FALSE,attitudes,-,1,,149,,149,7,7,n groups,d.i.m,-0.03,1,0.2,13,NA,-9.40E-02,1.30E-02,0.114,,,#ffffff
ball,2012,expect respect,Violence and Healthy Conflict Resolution - victimization,0,Expect Respect Support Groups: Preliminary Evaluation of a Dating Violence Prevention Program for At-Risk Youth,Anne,1,field,Expect Respect,1,2,"1,2","1,2",NA,4,54,5,US,NA,144,4,1,"The program was created for girls and adapted to include boys in separate-sex support groups. Middle and high school students are invited to participate in 24 sessions structured around developing group skills, choosing equality and respect, recognizing abusive relationships, learning skills for healthy relationships, and becoming active proponents for safe and healthy relationships. Each of the 24 55-minute sessions consist of a check-in, an educational component, group activities and discussion, and a wrap-up. Group activities include role plays, educational videos, and create expression through art and poetry","1,2,4,5",24,,0,3,NA,3,both,40,NA,NA,pre-post,FALSE,behavior,referred youth,1,,144,,144,26,26,n groups,d.i.m,0.02,1,0.64,755,NA,3.10E-02,1.40E-02,0.118,,,#ffffff
ball,2012,expect respect,Violence and Healthy Conflict Resolution - perpetration,0,Expect Respect Support Groups: Preliminary Evaluation of a Dating Violence Prevention Program for At-Risk Youth,Anne,1,field,Expect Respect,1,2,"1,2","1,2",NA,4,54,5,US,NA,144,4,1,"The program was created for girls and adapted to include boys in separate-sex support groups. Middle and high school students are invited to participate in 24 sessions structured around developing group skills, choosing equality and respect, recognizing abusive relationships, learning skills for healthy relationships, and becoming active proponents for safe and healthy relationships. Each of the 24 55-minute sessions consist of a check-in, an educational component, group activities and discussion, and a wrap-up. Group activities include role plays, educational videos, and create expression through art and poetry","1,2,4,5",24,,0,3,NA,3,both,40,NA,NA,pre-post,FALSE,behavior,referred youth,1,,144,,144,26,26,n groups,d.i.m,0.03,1,0.58,755,NA,5.20E-02,1.40E-02,0.118,,,#ffffff
foubert,2012,comparison group,illinois rape myth acceptance scale,0,Effects of The Men's Program on U.S. Army Soldier's Intentions to Commit and WIllingness to Intervene to Prevent Rape: A Pretest Posttest Study,Anne,0,lab,The Men's Program,1,2,4,4,25.9,1,100,54,Germany,NA,244,3,0.5,"The Men's Program begins with a video depicting a male-on-male rape, designed to increase empathy for rape victims. Next, presenters define basic terms and role model bystander intervention behaviors and facilitate a discussion of strategies for confronting peers. The purpose of the study was to understand the effectiveness of the program on male soldiers in the army.","1,4",1,,0,"3,4,9",NA,"3,4,9",male,not given,TRUE,NA,pre-post,FALSE,attitudes,-,2,,244,,244,8,8,n groups,d,0.1,1,-,7,"heard statistics about
sexual assault in the army; learned definitions of sexual assault and consent; and were
presented with definitions of sexual harassment, restricted, and unrestricted reporting.
Participants were told how they could reduce their risk of experiencing sexual assault with
advice such as “be especially prepared and alert,” “watch your beverages,” “set sexual
limits,” and “trust your instincts.” Information on dangerous behaviors to watch out for
was presented including being alert if the person you are with “has a reputation for being
a player,” “does what he or she wants without asking,” or “pressures you to have sex.”",0.1,0.224,0.473,,,#ffffff
foubert,2012,men's program,illinois rape myth acceptance scale,0,Effects of The Men's Program on U.S. Army Soldier's Intentions to Commit and WIllingness to Intervene to Prevent Rape: A Pretest Posttest Study,Anne,0,lab,The Men's Program,1,2,4,4,25.9,1,100,54,Germany,NA,237,3,0.5,"The Men's Program begins with a video depicting a male-on-male rape, designed to increase empathy for rape victims. Next, presenters define basic terms and role model bystander intervention behaviors and facilitate a discussion of strategies for confronting peers. The purpose of the study was to understand the effectiveness of the program on male soldiers in the army.","1,4",1,,0,"3,4,9",NA,"3,4,9",male,not given,TRUE,NA,pre-post,FALSE,attitudes,-,2,,237,,237,8,8,n groups,d,0.4,1,-,7,NA,0.4,0.228,0.477,,,#ffffff
lawson,2012,men's program,Rape attitude and belief scale,0,Changing attitudes and perceptions of Hispanic men ages 18-25 about rape and rape prevention,Anne,0,lab,The Men's Program,1,2,5,4,19.9,1,100,63.63636364,US,Florida,22,4,0,"This program built on Foubert's The Men's Program, applying it to young hispanic men who are not enrolled in a college or university. The goal of the intervention appears to be determining how The Men's Program can be best adapted to serve hispanic populations.",8,1,,0,"1,2,4,9",NA,"1,2,4,9",male,50,NA,NA,pre-post,FALSE,attitudes,-,1,,22,,22,3,3,n groups,d,0.44,1,-,7,"this is pilot, they will do a larger follow up with 1 month and 3 month results",0.44,0.437,0.661,,,#ffffff
spielman,2012,one-hour presentation,survey,0,Measuring the effectiveness of sexual assault prevention education with 9th grade health class students,Anne,0,field,Presentation,4,2,2,2,14.3,5,52.57985258,23.5,US,CA,407,4,0,"Students watched a 1-hour presentation during their health class in which they learned about rape myths, statistics, gender roles, rape culture, and the definitions of rape and sexual assault. They also learned about consent and non-consent. The purpose of the study was to change students attitudes and and sexual behaviors. The actual structure and content of the presentation is not described.",1,1,,0,"1,3",NA,"1,3",both,7,NA,NA,pre-post,FALSE,attitudes,9th graders,1,,407,,407,11,11,cluster randomized,log.odds.ratio,1.956,1,-,24/26,NA,1.08,0.193,0.439,,,#ffffff
belknap,2013,adaptation of theater of the oppressed,theatre,0,"A Theater Intervention to Prevent Teen Dating Violence for Mexican-American
Middle School Students",Matej,0,field,NA,1,2,1,1,13.4,5,39,100,USA,NA,66,4,NA,"A group of four undergraduate actors and a professional theater director delivers two plays ""Homeroom"" and ""Lily and Jake"" at three different middle schools to Latino audience of app. 20 students. The two plays depict different versions of abusive relationships, the risks of sexual violence and ways that women can defend themselves. Pre and post data were collected from the students in audience to assess the impact of the play on their attitudes towards teen dating violence (TDV).",3,1,,0,"1,3,5,6",NA,"1,3,5,6",both,11,NA,NA,pre-post,FALSE,attitudes,-,1,,64,,64,3,3,n groups,d.i.m,2.07E-03,1,2.26,66,"three different schools, three different plays",1.00E-03,0.427,0.653,,,#ffffff
campbell,2013,sexual harassment prevention program,Preventing Sexual Harassment for Employees Knowledge Quiz,0,Effects of a Brief Pilot Sexual Harassment Prevention Workshop on Employees' Knowledge,Matej,0,field,MARCOM Preventing Sexual Harassment for Employees,1,2,4,4,NA,5,42.5,NA,USA,MO,80,1,NA,"The workshop format followed MARCOM’s standardized curriculum (i.e., definition of harassment, identification/risk reduction, misconceptions, and prevention). The instructor
team used lectures, discussions, questions and answers, supplemental handouts, participant booklets, and an interactive slide show that followed standardized content. The instructor team, using adult learning strategies that encouraged interaction and using job-related scenarios as examples,specifically defined what constitutes sexual harassment, described behaviors to avoid, explained how to handle a sexual harassment incident, and noted how to report sexual harassment. Additional questions were answered at the completion of the workshop and participants were thanked for their attendance.","1,2,6",1,,0,"2,4,7",1,"2,4,7",both,7,FALSE,NA,pre-post,FALSE,attitudes,-,2,,36,,44,3,1,n groups,d.i.m,-1.51,1,2.7,427,NA,-0.559,5.10E-02,0.226,,,#ffffff
katz a,2013,teach in (training),"“I am very knowledgeable about our campussexual assault policies and procedures (e.g., what “counts” as assault, who to tell, what will happen to that information, what will happen next)”",0,The sexual assault teach in program: building constructive campus-wide discussions to inspire change,Roni,1,lab,Teach In Program,1,2,3,3,NA,6,NA,NA,US,New York,52,4,0.5,"This study looks at the knowledge of 52 students and staff members who facilitated a university program event about sexual violence. The main Teach In event was a forum held in the spring semester on a Sunday afternoon. This forum included informational presentations, a dynamic guest speaker, and semistructured group discussions led by trained facilitators.",2,9,,0,"2,4",NA,"2,4",both,1,NA,NA,pre-post,FALSE,attitudes,-,1,,52,,52,-,-,-,d.i.m,-1.22,1,no.sd,3,NA,-1.22,4.50E-02,0.212,,,#ffffff
alexander,2014,choose respect,Attitudes about physial affection in relationships,0,Adolescent Dating Violence: Application of a U.S. Primary Prevention Program in St. Lucia,Arielle,1,field,Choose Respect,1,2,1,1,NA,3,58.56164384,NA,St. Lucia,NA,1569,4,1,in-class curriculum addressing dating abuse and healthy relationships,"2,4,5",4,,0,"1,10,11",NA,"1,10,11",both,2,NA,NA,pre-post,FALSE,attitudes,carribean population,1,,483,,483,3,3,n groups,d.i.m,0.16,1,1.09,6,NA,0.147,4.00E-03,6.30E-02,,,#ffffff
